iteration,test_split,batch,epoch,layer,dropout,activation,initializer,rmse,accuracy,f_score,time_train,lag
229,0.2,128,50,2,0.2,sigmoid,uniform,,0.8571007163927519,0.8117599840648305,331.4984292984009,13
230,0.2,128,50,2,0.2,sigmoid,normal,,0.8583616972997506,0.8137037747701685,366.78428983688354,13
231,0.2,128,50,2,0.4,sigmoid,zero,,0.8635547343511947,0.8203023926420674,337.47250032424927,13
232,0.2,128,50,2,0.4,sigmoid,uniform,,0.8635514927550326,0.8200860737029112,380.90073895454407,13
233,0.2,128,50,2,0.4,sigmoid,normal,,0.8663943725890627,0.8239895853975606,356.8001923561096,13
234,0.2,128,50,3,0,sigmoid,zero,,0.625806347045285,0.27251124530793563,364.92121291160583,13
235,0.2,128,50,3,0,sigmoid,uniform,,0.8084475995980422,0.7450616731176506,302.3201336860657,13
236,0.2,128,50,3,0,sigmoid,normal,,0.8037278355862425,0.7356401625687994,277.5130500793457,13
237,0.2,128,50,3,0.2,sigmoid,zero,,0.8374209860935525,0.785289743301421,295.30726289749146,13
238,0.2,128,50,3,0.2,sigmoid,uniform,,0.8397257609646991,0.7893020073392139,307.9130709171295,13
239,0.2,128,50,3,0.2,sigmoid,normal,,0.8382216603455542,0.7870361949322956,293.0742163658142,13
240,0.2,128,50,3,0.4,sigmoid,zero,,0.8280884307432981,0.7618471142028167,313.3840365409851,13
241,0.2,128,50,3,0.4,sigmoid,uniform,,0.8335148627184027,0.771465236769858,292.0283052921295,13
242,0.2,128,50,3,0.4,sigmoid,normal,,0.8362215955136308,0.7781638767929114,376.6021282672882,13
243,0.2,32,100,1,0,selu,zero,,0.6117896852410126,0.23572594127662025,975.5469281673431,13
244,0.2,32,100,1,0,selu,uniform,,0.5909300139388636,0.05952979170936475,990.4360318183899,13
245,0.2,32,100,1,0,selu,normal,,0.5840545884793673,0.028330033472244682,985.2591161727905,13
246,0.2,32,100,1,0.2,selu,zero,,0.6117896852410126,0.23572594127662025,1055.105388879776,13
247,0.2,32,100,1,0.2,selu,uniform,,0.5803332360854485,0.0,1161.2503669261932,13
248,0.2,32,100,1,0.2,selu,normal,,0.5803332360854485,0.0,1110.466715812683,13
249,0.2,32,100,1,0.4,selu,zero,,0.6117896852410126,0.23572594127662025,894.0791780948639,13
250,0.2,32,100,1,0.4,selu,uniform,,0.5803332360854485,0.0,842.8236584663391,13
251,0.2,32,100,1,0.4,selu,normal,,0.5803332360854485,0.0,1023.4589293003082,13
252,0.2,32,100,2,0,selu,zero,,0.6117896852410126,0.23572594127662025,1152.9424996376038,13
253,0.2,32,100,2,0,selu,uniform,,0.5803332360854485,0.0,1234.962886095047,13
254,0.2,32,100,2,0,selu,normal,,0.5803332360854485,0.0,1172.3976483345032,13
255,0.2,32,100,2,0.2,selu,zero,,0.6117896852410126,0.23572594127662025,1296.9079542160034,13
256,0.2,32,100,2,0.2,selu,uniform,,0.5803332360854485,0.0,979.3955810070038,13
257,0.2,32,100,2,0.2,selu,normal,,0.5803332360854485,0.0,1127.5348477363586,13
258,0.2,32,100,2,0.4,selu,zero,,0.6117896852410126,0.23572594127662025,1225.6410591602325,13
259,0.2,32,100,2,0.4,selu,uniform,,0.5803332360854485,0.0,1323.797374010086,13
260,0.2,32,100,2,0.4,selu,normal,,0.5803332360854485,0.0,1216.6901471614838,13
261,0.2,32,100,3,0,selu,zero,,0.6117896852410126,0.23572594127662025,1329.0487072467804,13
262,0.2,32,100,3,0,selu,uniform,,0.5803332360854485,0.0,1039.593471288681,13
263,0.2,32,100,3,0,selu,normal,,0.5803332360854485,0.0,1189.7368969917297,13
264,0.2,32,100,3,0.2,selu,zero,,0.6117896852410126,0.23572594127662025,1442.3376441001892,13
265,0.2,32,100,3,0.2,selu,uniform,,0.5803332360854485,0.0,1494.303776025772,13
266,0.2,32,100,3,0.2,selu,normal,,0.5803332360854485,0.0,1508.5217518806458,13
267,0.2,32,100,3,0.4,selu,zero,,0.6117896852410126,0.23572594127662025,1215.9643204212189,13
268,0.2,32,100,3,0.4,selu,uniform,,0.5803332360854485,0.0,1081.928589105606,13
269,0.2,32,100,3,0.4,selu,normal,,0.5803332360854485,0.0,1080.281554698944,13
270,0.2,32,100,1,0,tanh,zero,,0.6117896852410126,0.23572594127662025,707.543374300003,13
271,0.2,32,100,1,0,tanh,uniform,,0.8185159972770591,0.7582937998001968,726.7191343307495,13
272,0.2,32,100,1,0,tanh,normal,,0.8090959188304323,0.744573992357304,746.5823476314545,13
273,0.2,32,100,1,0.2,tanh,zero,,0.6117896852410126,0.23572594127662025,874.5858330726624,13
274,0.2,32,100,1,0.2,tanh,uniform,,0.8550260948491039,0.8090001179483224,835.6312847137451,13
275,0.2,32,100,1,0.2,tanh,normal,,0.853327498460242,0.8065568412684098,858.8239343166351,13
276,0.2,32,100,1,0.4,tanh,zero,,0.6117896852410126,0.23572594127662025,856.443032503128,13
277,0.2,32,100,1,0.4,tanh,uniform,,0.8636779150053487,0.8197997691945791,861.7029378414154,13
278,0.2,32,100,1,0.4,tanh,normal,,0.8604914259781516,0.8156881167865794,870.8298346996307,13
279,0.2,32,100,2,0,tanh,zero,,0.6117896852410126,0.23572594127662025,941.9486339092255,13
280,0.2,32,100,2,0,tanh,uniform,,0.8164964828681641,0.7569220800797508,1005.8102238178253,13
281,0.2,32,100,2,0,tanh,normal,,0.8137832668806119,0.7515233089892288,1023.734498500824,13
282,0.2,32,100,2,0.2,tanh,zero,,0.6117896852410126,0.23572594127662025,1033.3388476371765,13
283,0.2,32,100,2,0.2,tanh,uniform,,0.8553113553113555,0.8092306635105954,1042.6510682106018,13
284,0.2,32,100,2,0.2,tanh,normal,,0.8549061557911114,0.8091924564453564,1059.8919842243195,13
285,0.2,32,100,2,0.4,tanh,zero,,0.6117896852410126,0.23572594127662025,1032.2157707214355,13
286,0.2,32,100,2,0.4,tanh,uniform,,0.8646179778923143,0.8215358502178296,1044.9943280220032,13
287,0.2,32,100,2,0.4,tanh,normal,,0.8627086777529256,0.8191956962361149,1063.3800942897797,13
288,0.2,32,100,3,0,tanh,zero,,0.6117896852410126,0.23572594127662025,977.285187959671,13
289,0.2,32,100,3,0,tanh,uniform,,0.816451100521897,0.7543340942263195,983.2891392707825,13
290,0.2,32,100,3,0,tanh,normal,,0.8099095594670815,0.7465901952223482,990.1400413513184,13
291,0.2,32,100,3,0.2,tanh,zero,,0.6117896852410126,0.23572594127662025,1047.1134161949158,13
292,0.2,32,100,3,0.2,tanh,uniform,,0.8527504943434148,0.8064033722346641,1131.6271350383759,13
293,0.2,32,100,3,0.2,tanh,normal,,0.8524846834581348,0.8058638885395799,1132.4256336688995,13
294,0.2,32,100,3,0.4,tanh,zero,,0.6117896852410126,0.23572594127662025,1127.7643172740936,13
295,0.2,32,100,3,0.4,tanh,uniform,,0.8618723459431424,0.8185657847308218,1134.581207036972,13
296,0.2,32,100,3,0.4,tanh,normal,,0.8610619469026547,0.8175163180256104,1124.5253100395203,13
297,0.2,32,100,1,0,sigmoid,zero,,0.6437809977632986,0.3012064287598936,793.518180847168,13
298,0.2,32,100,1,0,sigmoid,uniform,,0.8554150863885378,0.8101979197559644,807.2188425064087,13
299,0.2,32,100,1,0,sigmoid,normal,,0.8565853026030019,0.8116732066738492,885.8871109485626,13
300,0.2,32,100,1,0.2,sigmoid,zero,,0.8799215533728807,0.8431523614988513,1070.1300842761993,13
301,0.2,32,100,1,0.2,sigmoid,uniform,,0.8795422866219325,0.8426992424205247,971.2641413211823,13
302,0.2,32,100,1,0.2,sigmoid,normal,,0.8799118285843949,0.8428410387348644,972.6731679439545,13
303,0.2,32,100,1,0.4,sigmoid,zero,,0.8841745275373594,0.8490466005296419,993.1715791225433,13
304,0.2,32,100,1,0.4,sigmoid,uniform,,0.8856332458102371,0.8503909674539674,942.9908556938171,13
305,0.2,32,100,1,0.4,sigmoid,normal,,0.885500340367597,0.8505452677773401,957.0709738731384,13
306,0.2,32,100,2,0,sigmoid,zero,,0.6490939738727349,0.31137483055083154,1025.7840132713318,13
307,0.2,32,100,2,0,sigmoid,uniform,,0.8545884793672405,0.8089934215067308,987.8852953910828,13
308,0.2,32,100,2,0,sigmoid,normal,,0.8545755129825927,0.8094981675770365,890.9111053943634,13
309,0.2,32,100,2,0.2,sigmoid,zero,,0.8792278517942235,0.8419130902766131,984.5485415458679,13
310,0.2,32,100,2,0.2,sigmoid,uniform,,0.8790819799669355,0.8416344799370529,971.2652225494385,13
311,0.2,32,100,2,0.2,sigmoid,normal,,0.8799442445460144,0.8425178981295961,965.9972851276398,13
312,0.2,32,100,2,0.4,sigmoid,zero,,0.8855522059061881,0.8497539844291954,1002.7422513961792,13
313,0.2,32,100,2,0.4,sigmoid,uniform,,0.8846640085578138,0.8484436262942952,1050.4301073551178,13
314,0.2,32,100,2,0.4,sigmoid,normal,,0.8855975882524556,0.8502641002053659,1033.7219800949097,13
315,0.2,32,100,3,0,sigmoid,zero,,0.6284547311095983,0.27823778194966764,1104.037023305893,13
316,0.2,32,100,3,0,sigmoid,uniform,,0.8462057116924372,0.7968737797856466,1097.7666165828705,13
317,0.2,32,100,3,0,sigmoid,normal,,0.8458815520762423,0.7974887143728469,1094.6301350593567,13
318,0.2,32,100,3,0.2,sigmoid,zero,,0.8752828292651301,0.8366105550112927,1149.9388439655304,13
319,0.2,32,100,3,0.2,sigmoid,uniform,,0.8741806865700672,0.8352856780141878,1288.7935993671417,13
320,0.2,32,100,3,0.2,sigmoid,normal,,0.8738079030114427,0.8345142007723239,1235.7996525764465,13
321,0.2,32,100,3,0.4,sigmoid,zero,,0.8782164737916951,0.8404805862015711,1202.2986326217651,13
322,0.2,32,100,3,0.4,sigmoid,uniform,,0.8793931731984829,0.8419049442324831,1223.8790292739868,13
323,0.2,32,100,3,0.4,sigmoid,normal,,0.8804564167396027,0.8435968935841124,1175.4401543140411,13
324,0.2,64,100,1,0,selu,zero,,0.6117507860870692,0.23566009611647457,499.5658390522003,13
325,0.2,64,100,1,0,selu,uniform,,0.5810139712794581,0.010103489339611733,513.8457138538361,13
326,0.2,64,100,1,0,selu,normal,,0.5822490194171611,0.021660720544558885,501.5757567882538,13
327,0.2,64,100,1,0.2,selu,zero,,0.6117507860870692,0.23566009611647457,555.2047319412231,13
328,0.2,64,100,1,0.2,selu,uniform,,0.581545593050018,0.010933314536676727,505.85317063331604,13
329,0.2,64,100,1,0.2,selu,normal,,0.5803332360854485,0.0,511.8701581954956,13
330,0.2,64,100,1,0.4,selu,zero,,0.6117507860870692,0.23566009611647457,491.5087034702301,13
331,0.2,64,100,1,0.4,selu,uniform,,0.5803332360854485,0.0,490.8734850883484,13
332,0.2,64,100,1,0.4,selu,normal,,0.5803332360854485,0.0,489.94598388671875,13
333,0.2,64,100,2,0,selu,zero,,0.6117507860870692,0.23566009611647457,549.0938923358917,13
334,0.2,64,100,2,0,selu,uniform,,0.5803332360854485,0.0,602.5280869007111,13
335,0.2,64,100,2,0,selu,normal,,0.5803332360854485,0.0,658.2549335956573,13
336,0.2,64,100,2,0.2,selu,zero,,0.6117507860870692,0.23566009611647457,714.0370533466339,13
337,0.2,64,100,2,0.2,selu,uniform,,0.5803332360854485,0.0,715.7455732822418,13
338,0.2,64,100,2,0.2,selu,normal,,0.5803332360854485,0.0,725.9534587860107,13
339,0.2,64,100,2,0.4,selu,zero,,0.6117507860870692,0.23566009611647457,742.3895301818848,13
340,0.2,64,100,2,0.4,selu,uniform,,0.5803332360854485,0.0,716.4128289222717,13
341,0.2,64,100,2,0.4,selu,normal,,0.5803332360854485,0.0,792.3765189647675,13
342,0.2,64,100,3,0,selu,zero,,0.6117507860870692,0.23566009611647457,858.6556422710419,13
343,0.2,64,100,3,0,selu,uniform,,0.5803332360854485,0.0,753.6270682811737,13
344,0.2,64,100,3,0,selu,normal,,0.5803332360854485,0.0,868.8616797924042,13
345,0.2,64,100,3,0.2,selu,zero,,0.6117507860870692,0.23566009611647457,947.2688150405884,13
346,0.2,64,100,3,0.2,selu,uniform,,0.5803332360854485,0.0,927.8674087524414,13
347,0.2,64,100,3,0.2,selu,normal,,0.5803332360854485,0.0,850.1565029621124,13
348,0.2,64,100,3,0.4,selu,zero,,0.6117507860870692,0.23566009611647457,693.3833708763123,13
349,0.2,64,100,3,0.4,selu,uniform,,0.5803332360854485,0.0,661.0629432201385,13
350,0.2,64,100,3,0.4,selu,normal,,0.5803332360854485,0.0,670.772976398468,13
351,0.2,64,100,1,0,tanh,zero,,0.6117507860870692,0.23566009611647457,476.33114552497864,13
352,0.2,64,100,1,0,tanh,uniform,,0.8070050893059743,0.7424059456869648,532.8457245826721,13
353,0.2,64,100,1,0,tanh,normal,,0.7971700865506176,0.7285694173640019,566.7917945384979,13
354,0.2,64,100,1,0.2,tanh,zero,,0.6117507860870692,0.23566009611647457,603.7544786930084,13
355,0.2,64,100,1,0.2,tanh,uniform,,0.8405653343706442,0.7876630194035558,657.0379276275635,13
356,0.2,64,100,1,0.2,tanh,normal,,0.838626859865798,0.7856410851684689,652.4285333156586,13
357,0.2,64,100,1,0.4,tanh,zero,,0.6117507860870692,0.23566009611647457,614.9963188171387,13
358,0.2,64,100,1,0.4,tanh,uniform,,0.8489643100262568,0.7992958318820246,694.0861670970917,13
359,0.2,64,100,1,0.4,tanh,normal,,0.8461862621154655,0.7958242691414785,601.6607451438904,13
360,0.2,64,100,2,0,tanh,zero,,0.6117507860870692,0.23566009611647457,708.441977262497,13
361,0.2,64,100,2,0,tanh,uniform,,0.8062173814386204,0.741201455917962,725.7975375652313,13
362,0.2,64,100,2,0,tanh,normal,,0.7846899413271096,0.711995958299544,630.9747912883759,13
363,0.2,64,100,2,0.2,tanh,zero,,0.6117507860870692,0.23566009611647457,793.6615889072418,13
364,0.2,64,100,2,0.2,tanh,uniform,,0.8382216603455541,0.7851358051368302,790.5490293502808,13
365,0.2,64,100,2,0.2,tanh,normal,,0.8345748646633602,0.7788907499365267,735.0376543998718,13
366,0.2,64,100,2,0.4,tanh,zero,,0.6117507860870692,0.23566009611647457,841.1265685558319,13
367,0.2,64,100,2,0.4,tanh,uniform,,0.8469123796557426,0.797427883464822,705.154629945755,13
368,0.2,64,100,2,0.4,tanh,normal,,0.8470161107329248,0.7971423088614576,598.0611567497253,13
369,0.2,64,100,3,0,tanh,zero,,0.6117507860870692,0.23566009611647457,627.1312520503998,13
370,0.2,64,100,3,0,tanh,uniform,,0.8013452624072094,0.7341430805622213,633.3657250404358,13
371,0.2,64,100,3,0,tanh,normal,,0.7977470906674446,0.7297889734329922,635.6277077198029,13
372,0.2,64,100,3,0.2,tanh,zero,,0.6117507860870692,0.23566009611647457,750.8593361377716,13
373,0.2,64,100,3,0.2,tanh,uniform,,0.8290900839573406,0.7728442883232816,859.3805701732635,13
374,0.2,64,100,3,0.2,tanh,normal,,0.8233816331161463,0.7632856684335706,807.0352737903595,13
375,0.2,64,100,3,0.4,tanh,zero,,0.6117507860870692,0.23566009611647457,842.7762470245361,13
376,0.2,64,100,3,0.4,tanh,uniform,,0.8408116956789524,0.788360321096481,780.7969136238098,13
377,0.2,64,100,3,0.4,tanh,normal,,0.8380660637297807,0.7846789985116979,904.3680438995361,13
378,0.2,64,100,1,0,sigmoid,zero,,0.6421569580861616,0.30038884814441946,579.9307653903961,13
379,0.2,64,100,1,0,sigmoid,uniform,,0.8532561833446788,0.8072037435689244,605.2681176662445,13
380,0.2,64,100,1,0,sigmoid,normal,,0.8520859671302149,0.8061295028465691,643.7245805263519,13
381,0.2,64,100,1,0.2,sigmoid,zero,,0.8767707219034653,0.8389513735229023,622.247200012207,13
382,0.2,64,100,1,0.2,sigmoid,uniform,,0.8771435054620895,0.8393458475448206,709.9476344585419,13
383,0.2,64,100,1,0.2,sigmoid,normal,,0.8774676650782844,0.8396594345306209,772.5195984840393,13
384,0.2,64,100,1,0.4,sigmoid,zero,,0.8818340951084315,0.8456821481713478,671.9020376205444,13
385,0.2,64,100,1,0.4,sigmoid,uniform,,0.8822036370708937,0.8456968489984227,706.1964552402496,13
386,0.2,64,100,1,0.4,sigmoid,normal,,0.8831534247463451,0.8472377417560569,758.0276618003845,13
387,0.2,64,100,2,0,sigmoid,zero,,0.6462186780770852,0.31187727819418976,653.8972413539886,13
388,0.2,64,100,2,0,sigmoid,uniform,,0.8482770916399235,0.8005096090360281,574.6396052837372,13
389,0.2,64,100,2,0,sigmoid,normal,,0.8487827806411877,0.801160416679689,550.5125946998596,13
390,0.2,64,100,2,0.2,sigmoid,zero,,0.8741288210314758,0.8351190582163158,646.5525453090668,13
391,0.2,64,100,2,0.2,sigmoid,uniform,,0.8737138967227464,0.8347254078256686,655.2225692272186,13
392,0.2,64,100,2,0.2,sigmoid,normal,,0.8744238062822134,0.8352338553681681,830.393468618393,13
393,0.2,64,100,2,0.4,sigmoid,zero,,0.8809621057408666,0.8437745128946137,675.4272017478943,13
394,0.2,64,100,2,0.4,sigmoid,uniform,,0.8826704269182146,0.8459336469794317,754.8452100753784,13
395,0.2,64,100,2,0.4,sigmoid,normal,,0.8812441246069563,0.8439154588279935,802.6868200302124,13
396,0.2,64,100,3,0,sigmoid,zero,,0.6183085351226943,0.3044564106941613,812.6263456344604,13
397,0.2,64,100,3,0,sigmoid,uniform,,0.8351226944147297,0.7833444113920386,904.8697249889374,13
398,0.2,64,100,3,0,sigmoid,normal,,0.8355278939349737,0.783455693856941,758.5652539730072,13
399,0.2,64,100,3,0.2,sigmoid,zero,,0.8684106454017959,0.8275501111905906,959.1753835678101,13
400,0.2,64,100,3,0.2,sigmoid,uniform,,0.8652857467016759,0.8230232675724426,836.5889437198639,13
401,0.2,64,100,3,0.2,sigmoid,normal,,0.8662096016078317,0.8245409026900756,1002.9208409786224,13
402,0.2,64,100,3,0.4,sigmoid,zero,,0.8703199455411845,0.8304088300789176,698.2079756259918,13
403,0.2,64,100,3,0.4,sigmoid,uniform,,0.87009627540601,0.8303654004168427,681.519193649292,13
404,0.2,64,100,3,0.4,sigmoid,normal,,0.8716684495445558,0.8317830377636145,700.2053983211517,13
405,0.2,128,100,1,0,selu,zero,,0.6117572692793931,0.2356290251082755,334.046493768692,13
406,0.2,128,100,1,0,selu,uniform,,0.5807935427404455,0.0066400503300882265,385.31591415405273,13
407,0.2,128,100,1,0,selu,normal,,0.5816525657233623,0.01984816123098712,408.85030364990234,13
408,0.2,128,100,1,0.2,selu,zero,,0.6117572692793931,0.2356290251082755,434.302428483963,13
409,0.2,128,100,1,0.2,selu,uniform,,0.5833252293429286,0.03047426318733822,370.56327295303345,13
410,0.2,128,100,1,0.2,selu,normal,,0.5806898116632631,0.005434893969271373,428.0703938007355,13
411,0.2,128,100,1,0.4,selu,zero,,0.6117572692793931,0.2356290251082755,426.28090381622314,13
412,0.2,128,100,1,0.4,selu,uniform,,0.5821355635514929,0.01895666552426147,381.0556471347809,13
413,0.2,128,100,1,0.4,selu,normal,,0.5846737333462998,0.033475333352997357,417.045535326004,13
414,0.2,128,100,2,0,selu,zero,,0.6117572692793931,0.2356290251082755,441.28820538520813,13
415,0.2,128,100,2,0,selu,uniform,,0.5806606372978055,0.004126701527925964,468.2098619937897,13
416,0.2,128,100,2,0,selu,normal,,0.5807351940095303,0.003016100410392103,491.67295956611633,13
417,0.2,128,100,2,0.2,selu,zero,,0.6117572692793931,0.2356290251082755,606.1180112361908,13
418,0.2,128,100,2,0.2,selu,uniform,,0.5803332360854485,0.0,356.2116394042969,13
419,0.2,128,100,2,0.2,selu,normal,,0.5803332360854485,0.0,529.133706331253,13
420,0.2,128,100,2,0.4,selu,zero,,0.6117572692793931,0.2356290251082755,597.3082315921783,13
421,0.2,128,100,2,0.4,selu,uniform,,0.5803332360854485,0.0,416.13156056404114,13
422,0.2,128,100,2,0.4,selu,normal,,0.5803332360854485,0.0,525.4425435066223,13
423,0.2,128,100,3,0,selu,zero,,0.6117572692793931,0.2356290251082755,619.1360394954681,13
424,0.2,128,100,3,0,selu,uniform,,0.5803332360854485,0.0,479.18885016441345,13
425,0.2,128,100,3,0,selu,normal,,0.5803332360854485,0.0,431.2346251010895,13
426,0.2,128,100,3,0.2,selu,zero,,0.6117572692793931,0.2356290251082755,440.2437217235565,13
427,0.2,128,100,3,0.2,selu,uniform,,0.5803332360854485,0.0,472.2359628677368,13
428,0.2,128,100,3,0.2,selu,normal,,0.5803332360854485,0.0,449.42178225517273,13
429,0.2,128,100,3,0.4,selu,zero,,0.6117572692793931,0.2356290251082755,489.4460680484772,13
430,0.2,128,100,3,0.4,selu,uniform,,0.5803332360854485,0.0,485.840669631958,13
431,0.2,128,100,3,0.4,selu,normal,,0.5803332360854485,0.0,590.5766003131866,13
432,0.2,128,100,1,0,tanh,zero,,0.6117572692793931,0.2356290251082755,326.24368119239807,13
433,0.2,128,100,1,0,tanh,uniform,,0.790505364841648,0.7177003714732558,383.82551884651184,13
434,0.2,128,100,1,0,tanh,normal,,0.7833770948815196,0.7064249195243563,399.2166168689728,13
435,0.2,128,100,1,0.2,tanh,zero,,0.6117572692793931,0.2356290251082755,434.68453335762024,13
436,0.2,128,100,1,0.2,tanh,uniform,,0.826594054912639,0.7674374194602607,404.5487895011902,13
437,0.2,128,100,1,0.2,tanh,normal,,0.8190638270284288,0.7570023705209865,422.41891646385193,13
438,0.2,128,100,1,0.4,tanh,zero,,0.6117572692793931,0.2356290251082755,430.58141827583313,13
439,0.2,128,100,1,0.4,tanh,uniform,,0.8341242827968492,0.7777528071108969,430.0476348400116,13
440,0.2,128,100,1,0.4,tanh,normal,,0.8298583422477229,0.7715637386445863,463.7344698905945,13
441,0.2,128,100,2,0,tanh,zero,,0.6117572692793931,0.2356290251082755,564.135411977768,13
442,0.2,128,100,2,0,tanh,uniform,,0.7885020584135628,0.7151785331013362,324.26417326927185,13
443,0.2,128,100,2,0,tanh,normal,,0.7749424616681254,0.6932451586762323,490.7966191768646,13
444,0.2,128,100,2,0.2,tanh,zero,,0.6117572692793931,0.2356290251082755,554.5254402160645,13
445,0.2,128,100,2,0.2,tanh,uniform,,0.8124023469156213,0.7482140367896903,540.2215728759766,13
446,0.2,128,100,2,0.2,tanh,normal,,0.7984926577846932,0.7241847301298231,414.62728238105774,13
447,0.2,128,100,2,0.4,tanh,zero,,0.6117572692793931,0.2356290251082755,547.932923078537,13
448,0.2,128,100,2,0.4,tanh,uniform,,0.8183312262958281,0.755388712934855,569.5581061840057,13
449,0.2,128,100,2,0.4,tanh,normal,,0.8135077312068463,0.7466147422696994,375.6394350528717,13
450,0.2,128,100,3,0,tanh,zero,,0.6117572692793931,0.2356290251082755,364.2979130744934,13
451,0.2,128,100,3,0,tanh,uniform,,0.7849038866737982,0.7101819421850767,329.9566719532013,13
452,0.2,128,100,3,0,tanh,normal,,0.768141592920354,0.6833569857584082,356.61545872688293,13
453,0.2,128,100,3,0.2,tanh,zero,,0.6117572692793931,0.2356290251082755,383.69166111946106,13
454,0.2,128,100,3,0.2,tanh,uniform,,0.7924957048850854,0.716428641107254,380.1312153339386,13
455,0.2,128,100,3,0.2,tanh,normal,,0.7715031281402964,0.6855509060814563,386.8191297054291,13
456,0.2,128,100,3,0.4,tanh,zero,,0.6117572692793931,0.2356290251082755,427.6876845359802,13
457,0.2,128,100,3,0.4,tanh,uniform,,0.8066938960744271,0.7358158500243627,379.19073581695557,13
